보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
남부로10 ,1,,충청북도 영동군 황간면 남성1길 3 길건너 ,,36.2261829368,127.910780021,한전주,043-740-3503,충청북도 영동군청,2016-09-23
남성1길 01 ,1,,충청북도 영동군 황간면 남성1동 1길 3 길건너 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
남성1길 02 ,1,,충청북도 영동군 황간면 남성1동 1길 11길 건너 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
남성1길 03 ,1,,충청북도 영동군 황간면 남성1동 1길 13-1 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
남성1길 03-L1 ,1,,충청북도 영동군 황간면 남성동1길 ,,36.2308230615,127.913022842,한전주,043-740-3503,충청북도 영동군청,2016-09-23
남성1길 04 ,1,,충청북도 영동군 황간면 남성1길 25  ,,36.2265931297,127.912769017,한전주,043-740-3503,충청북도 영동군청,2016-09-23
남성1길 05 ,1,,충청북도 영동군 황간면 남성1길 25  ,,36.2265931297,127.912769017,한전주,043-740-3503,충청북도 영동군청,2016-09-23
남성1길 06 ,1,,충청북도 영동군 황간면 남성리 남성1길 164-2  ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
남성1길 06-R1  ,1,,충청북도 영동군 황간면 남성리 남성1길 31 송림빌라앞 ,,36.2269457537,127.913796382,한전주,043-740-3503,충청북도 영동군청,2016-09-23
남성1길 07 ,1,,충청북도 영동군 황간면 남성1길 25  ,,36.2265931297,127.912769017,한전주,043-740-3503,충청북도 영동군청,2016-09-23
남성1길 08 ,1,,충청북도 영동군 황간면 남성1길 ,,36.2268909427,127.914365214,한전주,043-740-3503,충청북도 영동군청,2016-09-23
남성1길 09 ,1,,충청북도 영동군 황간면 남성1길 49 길건너 ,,36.2273781347,127.915705589,한전주,043-740-3503,충청북도 영동군청,2016-09-23
남성1길 10 ,1,,충청북도 영동군 황간면 남성1길 ,,36.2268909427,127.914365214,한전주,043-740-3503,충청북도 영동군청,2016-09-23
남성1길 11 ,1,,충청북도 영동군 황간면 남성1길 ,,36.2268909427,127.914365214,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매금길 01 ,1,,충청북도 영동군 용산면 매금사거리 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매금길 02 ,1,,충청북도 영동군 용산면 매금사거리 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매금길 03 ,1,,충청북도 영동군 용산면 매금길 64-1 ,,36.2830609392,127.826893465,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매금길 04 ,1,,충청북도 영동군 용산면 매금길 63 ,,36.2828854016,127.826735786,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매금길 05 ,1,,충청북도 영동군 용산면 매금길 57 ,,36.2825679076,127.826776959,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매금길 06 ,1,,충청북도 영동군 용산면 매금길 52 ,,36.2819642816,127.82701546,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매금길 07 ,1,,충청북도 영동군 용산면 매남1길 14 ,,36.2904053684,127.829241793,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매남1길 01 ,1,,충청북도 영동군 용산면 매남1길 15-2 ,,36.2911401449,127.828804303,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매남1길 02 ,1,,충청북도 영동군 용산면 매남1길 17 ,,36.2911316397,127.828991224,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매남1길 03 ,1,,충청북도 영동군 용산면 매남2길 입구 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매남2길 01 ,1,,충청북도 영동군 용산면 매남2길 7 ,,36.2902824392,127.829814879,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매남2길 02 ,1,,충청북도 영동군 용산면 매남2길 11 ,,36.2903834735,127.830319094,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매남2길 03 ,1,,충청북도 영동군 용산면 매남2길 13 ,,36.29024872,127.830518034,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매남2길 04 ,1,,충청북도 영동군 용산면 매남2길 20 ,,36.2905080036,127.831072907,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매남2길 05 ,1,,충청북도 영동군 용산면 용산면 매남2길14-6 ,,36.2898088158,127.831056587,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매남2길04-R1 ,1,,충청북도 영동군 영동읍 매천1길 11 ,,36.1695273579,127.777462431,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천1길 01 ,1,,충청북도 영동군 영동읍 매천1길 11-10 ,,36.1698451024,127.7773811,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천1길 01-L1 ,1,,충청북도 영동군 영동읍 매천2길 6-1 ,,36.168880395,127.777171513,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천2길 01 ,1,,충청북도 영동군 영동읍 매천2길 9 ,,36.1690048497,127.777435042,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천2길 02 ,1,,충청북도 영동군 영동읍 영동읍 매천리 411-6 ,,36.1690155426,127.77800865,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천2길 03 ,1,,충청북도 영동군 영동읍 매천3길 4입구 ,,36.1682046506,127.777427138,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천3길 01 ,1,,충청북도 영동군 영동읍 매천3길 6-1 ,,36.1683104758,127.777783841,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천3길 02 ,1,,충청북도 영동군 영동읍 매천3길 6-14 ,,36.1679379704,127.777971325,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천3길 02-R1 ,1,,충청북도 영동군 영동읍 매천3길 7-1 ,,36.1687041461,127.777667696,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천3길 03 ,1,,충청북도 영동군 영동읍 매천3길 13 ,,36.1687424312,127.778432742,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천3길 04 ,1,,충청북도 영동군 영동읍 매천3길 20 ,,36.1682896427,127.778770584,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천3길 04-R1 ,1,,충청북도 영동군 영동읍 매천4길 8 ,,36.1675673352,127.778425567,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천4길 01 ,1,,충청북도 영동군 영동읍 매천4길 13 ,,36.1680951443,127.778746431,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천4길 02 ,1,,충청북도 영동군 영동읍 매천4길 16-5 ,,36.167907381,127.779349188,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천4길 03 ,1,,충청북도 영동군 영동읍 매천4길 21-1 ,,36.1684029785,127.779634175,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천4길 04 ,1,,충청북도 영동군 영동읍 매천리 매천4길 23 ,,36.168462431,127.779914845,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천4길 05 ,1,,충청북도 영동군 영동읍 매천5길 7 ,,36.1673080424,127.778387437,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천5길 01 ,1,,충청북도 영동군 영동읍 매천5길 7-1 ,,36.1673961604,127.778695059,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천5길 02 ,1,,충청북도 영동군 영동읍 매천5길 13 ,,36.167429863,127.779055492,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천5길 03 ,1,,충청북도 영동군 영동읍 매천6길 9-5 ,,36.1668213966,127.778942775,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천6길 01 ,1,,충청북도 영동군 영동읍 매천6길 9-15 ,,36.1670484512,127.778949467,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천6길 01-L1 ,1,,충청북도 영동군 영동읍 매천6길 영무정 ,,36.1598755959,127.797481818,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매천6길 02 ,1,,충청북도 영동군 양산면 명덕2길 18 앞 ,,36.174721293,127.620748618,한전주,043-740-3503,충청북도 영동군청,2016-09-23
명덕2길 01 ,1,,충청북도 영동군 양산면 명덕2길37-60앞 ,,36.1788595756,127.619353982,한전주,043-740-3503,충청북도 영동군청,2016-09-23
명덕2길 01-L1 ,1,,충청북도 영동군 양산면 명덕2길 68-15 앞 ,,36.1777060376,127.622830796,한전주,043-740-3503,충청북도 영동군청,2016-09-23
매금3길 02-R1 ,1,,충청북도 영동군 용산면 매금사거리 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
명덕2길 01-R1 ,1,,충청북도 영동군 양산면 명덕2길75앞 ,,36.1792102255,127.622638169,한전주,043-740-3503,충청북도 영동군청,2016-09-23
명덕2길 01-R2 ,1,,충청북도 영동군 양산면 명덕길 5 뒤 ,,36.1688899949,127.630861267,한전주,043-740-3503,충청북도 영동군청,2016-09-23
명덕길 01 ,1,,충청북도 영동군 양산면 명덕길 14 앞 ,,36.1693310219,127.629940072,한전주,043-740-3503,충청북도 영동군청,2016-09-23
명덕길 02 ,1,,충청북도 영동군 양산면 명덕길 18 앞 ,,36.1691532462,127.629471839,한전주,043-740-3503,충청북도 영동군청,2016-09-23
명덕길 03 ,1,,충청북도 영동군 양산면 명덕길 12 앞 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
명덕길 03-R1 ,1,,충청북도 영동군 양산면 명덕1길 7-2 앞 ,,36.1695460254,127.628812552,한전주,043-740-3503,충청북도 영동군청,2016-09-23
명덕길 03-R2 ,1,,충청북도 영동군 양산면 명덕길 153 옆 ,,36.1728806591,127.621867835,한전주,043-740-3503,충청북도 영동군청,2016-09-23
명덕길 04 ,1,,충청북도 영동군 양산면 명국동길 3 앞 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계룡2길 05 ,1,,충청북도 영동군 추풍령면 계룡2길 160-3 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계룡2길 06 ,1,,충청북도 영동군 영동읍  계산로 23-9앞 ,,36.1744502242,127.77986303,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 01 ,1,,충청북도 영동군 영동읍  계산로 32-5 ,,36.1734591162,127.780386729,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 02 ,1,,충청북도 영동군 영동읍  계산로 37-11앞 ,,36.1738024599,127.781354921,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 03 ,1,,충청북도 영동군 영동읍  계산로 63 ,,36.1724677271,127.783711361,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 04 ,1,,충청북도 영동군 영동읍 계산로62 ,,36.172235559,127.783384496,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 04-R1 ,1,,충청북도 영동군 영동읍 계산로72 ,,36.17190754,127.784483819,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 04-R2 ,1,,충청북도 영동군 영동읍 계산로80 ,,36.1717869502,127.785282881,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 04-R3 ,1,,충청북도 영동군 영동읍 계산로74 ,,36.1719498325,127.784630956,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 05 ,1,,충청북도 영동군 영동읍  계산로 79-3 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 05 ,1,,충청북도 영동군 영동읍 계산로73-3 ,,36.1721613903,127.78480201,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 06 ,1,,충청북도 영동군 영동읍  계산로 79앞 ,,36.1720319098,127.785307554,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 07 ,1,,충청북도 영동군 영동읍  계산로 95-2앞 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 08 ,1,,충청북도 영동군 영동읍 계산로97 ,,36.1716475083,127.787304375,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 09  ,1,,충청북도 영동군 영동읍  계산로 106앞 ,,36.1699512925,127.787607506,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 10 ,1,,충청북도 영동군 영동읍 계산로110 ,,36.1708291551,127.788412099,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 11 ,1,,충청북도 영동군 영동읍  계산로 113-1앞 ,,36.170933219,127.789031116,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 12 ,1,,충청북도 영동군 영동읍  계산로 119길 건너 ,,36.1707902702,127.789389797,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 13 ,1,,충청북도 영동군 영동읍  계산로 125길 건너 ,,36.1707179437,127.789971478,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 14 ,1,,충청북도 영동군 영동읍  계산로 130옆 ,,36.1705261086,127.790636428,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 15 ,1,,충청북도 영동군 영동읍  계산로 131 ,,36.1708110393,127.790612615,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 16 ,1,,충청북도 영동군 영동읍 계산로134-1 ,,36.1706422963,127.791055504,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 17 ,1,,충청북도 영동군 영동읍  계산로133-6 ,,36.1711374328,127.790860417,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 18 ,1,,충청북도 영동군 영동읍  계산로 137-1 ,,36.1712368312,127.791092601,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 19 ,1,,충청북도 영동군 영동읍 계산로 133-6 ,,36.1711374328,127.790860417,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 19-L1 ,1,,충청북도 영동군 영동읍  계산로 140옆 ,,36.1710679983,127.791548828,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 20 ,1,,충청북도 영동군 영동읍  계산로12길 6-4앞 ,,36.1714157629,127.791290018,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 21 ,1,,충청북도 영동군 영동읍  계산로 143옆 ,,36.1714428061,127.79156149,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 22 ,1,,충청북도 영동군 영동읍  계산로 147옆 ,,36.1718676065,127.791645788,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 23 ,1,,충청북도 영동군 영동읍  계산로 150 ,,36.171744865,127.792218076,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 24 ,1,,충청북도 영동군 영동읍  계산로 149 ,,36.1719746533,127.791811364,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로 25 ,1,,충청북도 영동군 영동읍  계산로 10길 10앞 ,,36.1710984086,127.788579293,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로10길 01 ,1,,충청북도 영동군 영동읍  계산로 10길 18앞 ,,36.1710201074,127.789521032,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로10길 02 ,1,,충청북도 영동군 영동읍  계산로 10길 20옆 ,,36.1709411311,127.789471335,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로10길 03 ,1,,충청북도 영동군 영동읍  계산로 10길 17-7옆 ,,36.1710679898,127.789912749,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로10길 04 ,1,,충청북도 영동군 영동읍  계산로11길6-16옆 ,,36.1696300879,127.790400692,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로11길 01 ,1,,충청북도 영동군 영동읍  계산로 1길3앞 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로11길 01-L1 ,1,,충청북도 영동군 영동읍  계산로11길 6-7 ,,36.1699239535,127.7906615,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로11길 01-R1 ,1,,충청북도 영동군 영동읍  계산로11길 8-10옆 ,,36.1698403457,127.790767359,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로11길 02 ,1,,충청북도 영동군 영동읍  계산로 1길 10옆 ,,36.1743165816,127.777687584,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로11길 02-L1 ,1,,충청북도 영동군 영동읍  계산로 11길 7-12옆 ,,36.1703599125,127.791239391,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로11길 03 ,1,,충청북도 영동군 영동읍  계산로1길 5 ,,36.1744063694,127.778293136,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로1길 01 ,1,,충청북도 영동군 영동읍  계산로1길 5옆 ,,36.1744063694,127.778293136,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로1길 02 ,1,,충청북도 영동군 영동읍  계산로1길 14 ,,36.1741604956,127.777299236,한전주,043-740-3503,충청북도 영동군청,2016-09-23
계산로1길 03 ,1,,충청북도 영동군 영동읍  계산로1길 22-1 ,,36.1737799784,127.776499639,한전주,043-740-3503,충청북도 영동군청,2016-09-23
